Handedness,Player ID,Player Name,Date,Pitch ID,Pitch Type,Is Strike,Strike Zone Side,Strike Zone Height,Velocity,Total Spin,True Spin (release),Spin Efficiency (release),Spin Direction,Spin Confidence,Release Extension (ft),VB (trajectory),HB (trajectory),VB (spin),HB (spin),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Unique ID,Height,Weight
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:46:30 AM,1696646790,Slider,YES,-4.21,39.45,73.42,2430.9,1199.4,49.3,8:18,0.7,-,-3.93,-11.96,-3.9,-11.9,-0.79,1.34,4.98,1.25,60.43,1122884@1696646790,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:47:00 AM,1696646820,Fastball,YES,3.84,30.3,88.57,2179.3,1845.6,84.7,1:06,0.8,-,14.64,9.51,14.6,9.3,-2.06,-1.32,4.57,1.1,32.13,1122884@1696646820,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:47:53 AM,1696646873,Slider,YES,-3.44,19.84,74.9,2467.2,950.7,38.5,7:46,0.7,-,-5.22,-20.06,-5.2,-8.4,0.15,1.37,4.82,1.26,67.33,1122884@1696646873,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:48:19 AM,1696646899,Fastball,YES,4.27,31.82,88.51,1949.3,1838.4,94.3,0:54,0.9,-,16.39,5.01,16.4,8.5,-1.59,-1.05,4.55,1.21,19.42,1122884@1696646899,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:48:57 AM,1696646937,Fastball,YES,-8.75,21.66,87.68,2092.4,1912.4,91.4,1:14,0.8,-,14.68,10.14,14.7,11.1,-3.3,-2.1,4.52,1.26,23.94,1122884@1696646937,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:49:20 AM,1696646960,Slider,NO,-24.58,18.15,75.73,2601.8,1012.6,38.9,8:14,0.7,-,-3.48,-15.36,-3.5,-9.6,-2.07,-0.64,4.77,0.88,67.09,1122884@1696646960,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:50:05 AM,1696647005,Fastball,YES,8.46,25.62,86.82,2153.9,1944.3,90.3,0:56,0.8,-,16.44,11.27,16.4,8.7,-1.63,-1.75,4.52,1.01,25.49,1122884@1696647005,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:50:55 AM,1696647055,Slider,YES,-1.45,33.6,73.51,2503.7,1301.7,52,8:18,0.8,-,-3.91,-13.65,-3.9,-12.5,-0.32,0.99,5.03,1.26,58.67,1122884@1696647055,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:51:36 AM,1696647096,Slider,NO,-15.49,11.8,75.61,2595.9,1274.4,49.1,8:58,0.9,-,0.16,-10.55,0.2,-12.5,-1.81,0.11,4.73,1.14,60.6,1122884@1696647096,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:51:59 AM,1696647119,Slider,YES,-1.55,28.09,73.81,2345.2,1188.9,50.7,8:18,0.6,-,-3.8,-10.22,-3.8,-11.9,-0.59,-0.37,4.75,1.15,59.54,1122884@1696647119,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:52:20 AM,1696647140,Fastball,NO,-11.32,25.12,89.01,2341.9,2153.9,92,0:54,0.9,-,17.42,9.58,17.4,8.8,-3.35,-1.09,4.65,1.28,23.11,1122884@1696647140,72,205
R,1122884,Orlando  Leon Jr ,Sat Oct 07 2023 2:52:47 AM,1696647167,Fastball,YES,2.84,27.19,87.18,2157.6,1942.7,90,0:52,0.9,-,16.59,11.09,16.6,8,-2.34,-1.41,4.59,1.25,25.79,1122884@1696647167,72,205
L,1122886,Aaron Davies,Sat Oct 07 2023 1:47:29 AM,1696643249,Slider,YES,6.75,32.9,72.71,2479.8,818.6,33,4:08,0.7,-,-4.22,11.42,-4.2,7.5,2.83,0.8,4.8,-2.74,-70.72,1122886@1696643249,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:47:40 AM,1696643260,ChangeUp,NO,-18.99,25.74,71.7,1918.6,1313.4,68.5,9:44,0.9,-,5.67,-5.37,5.7,-12.8,2.11,0.54,4.74,-2.65,-46.8,1122886@1696643260,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:47:49 AM,1696643269,ChangeUp,NO,19.14,37.17,75.04,2047.5,1588,77.6,9:44,0.6,-,6.54,-8.68,6.5,-15,5.83,-0.08,4.54,-1.74,-39.14,1122886@1696643269,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:48:58 AM,1696643338,Fastball,YES,2.41,37.79,82.66,2075,1654.5,79.7,9:58,0.7,-,8.13,-8.92,8.1,-14.1,4.4,-0.24,4.41,-2.36,-37.12,1122886@1696643338,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:49:40 AM,1696643380,Fastball,NO,-13.21,28.25,81.14,1892,1593.5,84.2,10:06,0.9,-,9.3,-7.97,9.3,-13.9,2.89,-0.15,4.41,-2.78,-32.63,1122886@1696643380,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:49:59 AM,1696643399,ChangeUp,NO,-10.58,30.29,71.44,2379.4,2143.9,90.1,6:52,0.6,-,-18.64,11.95,-18.6,-8.7,0.81,1.62,5.14,-2.5,-25.71,1122886@1696643399,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:50:31 AM,1696643431,Slider,NO,-12.14,2.77,73.38,2585.2,1509,58.4,4:00,0.9,-,-6.87,10.59,-6.9,13,0.79,-0.05,4.79,-2.53,-54.29,1122886@1696643431,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:50:53 AM,1696643453,Fastball,NO,-13.17,38.68,82.61,2134.6,1353.1,63.4,10:06,0.9,-,7.23,-11.25,7.2,-10.6,3.17,1.01,4.4,-2.78,-50.66,1122886@1696643453,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:51:12 AM,1696643472,ChangeUp,NO,-1.87,50.33,72.88,2847.9,2801.6,98.4,10:56,0.7,-,20.79,6.88,20.8,-12.4,2.69,2.06,4.66,-2.67,-10.35,1122886@1696643472,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:51:27 AM,1696643487,Slider,YES,2.75,21.52,73.22,2547.6,1282.6,50.3,3:00,0.7,-,0.09,11.37,0.1,13,2.69,-0.06,4.29,-2.73,-59.77,1122886@1696643487,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:52:02 AM,1696643522,Fastball,YES,-0.63,39.39,83.12,2201.8,1826.4,83,10:12,0.8,-,10.48,-8.63,10.5,-14,3.85,0.12,4.42,-2.19,-33.95,1122886@1696643522,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:52:20 AM,1696643540,Fastball,YES,8.93,28.1,82.58,2204.8,1896.2,86,10:18,0.7,-,11.82,-4.3,11.8,-13.9,4.24,-1.35,4.26,-1.79,-30.68,1122886@1696643540,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:52:58 AM,1696643578,-,NO,-,-,72.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1122886@1696643578,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:53:15 AM,1696643595,Fastball,NO,-10.56,44.51,84.28,2299.4,1909.1,83,10:16,0.7,-,11.04,-13.03,11,-13.6,3.47,-0.04,4.52,-2.53,-33.87,1122886@1696643595,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:53:31 AM,1696643611,Fastball,YES,-3.05,41.33,82.17,2269.5,1619,71.3,10:26,0.8,-,10.74,-9.05,10.7,-10.7,3.66,0.45,4.53,-2.17,-44.49,1122886@1696643611,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:53:49 AM,1696643629,-,YES,-,-,73.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1122886@1696643629,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:54:03 AM,1696643643,Fastball,NO,-15,37.64,76.81,1630.6,1267.7,77.7,10:12,0.7,-,9.01,-10.09,9,-11.6,2.8,0.29,4.57,-2.38,-38.97,1122886@1696643643,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:54:20 AM,1696643660,Slider,YES,1.81,41.83,75.4,2649.3,1334.9,50.4,3:02,0.7,-,0.02,12.9,0,12.8,2.28,1.63,4.45,-2.79,-59.74,1122886@1696643660,72,175
L,1122886,Aaron Davies,Sat Oct 07 2023 1:54:44 AM,1696643684,Slider,NO,-1.02,44.89,73.27,2604.4,1173.6,45.1,3:10,0.8,-,-0.68,15.11,-0.7,11.7,1.97,2.41,4.46,-2.94,-63.22,1122886@1696643684,72,175
R,1122890,Troy frazier,Mon Oct 02 2023 2:15:25 AM,1696212925,Fastball,NO,-11.71,25.17,78.91,2117.7,1456.7,68.8,1:12,0.9,-,11.85,1.9,11.9,8.3,-2.88,-0.57,5,1.2,46.54,1122890@1696212925,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:15:38 AM,1696212938,Fastball,NO,-27.02,4.6,79.98,2118.2,1510.1,71.3,1:16,0.8,-,12.02,2.2,12,9,-4.19,-3.36,4.54,0.72,44.53,1122890@1696212938,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:15:52 AM,1696212952,Fastball,YES,0.71,34.45,80,2209,1637.1,74.1,1:10,0.8,-,12.95,4.95,13,8.8,-2.7,-0.99,5.03,1.7,42.17,1122890@1696212952,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:16:06 AM,1696212966,Fastball,YES,-0.25,25.88,81.02,2202.3,1653.7,75.1,1:14,0.8,-,12.89,4.22,12.9,9.4,-2.95,-1.64,5.03,2.12,41.33,1122890@1696212966,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:16:18 AM,1696212978,Slider,NO,-21.11,2.88,68.29,2472.8,853.5,34.5,10:32,0.7,-,9.31,-8.85,9.3,-6.8,-3.95,-1.52,4.95,2.11,69.81,1122890@1696212978,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:16:29 AM,1696212989,CurveBall,NO,-10.91,42.5,68.7,2749.8,1967.3,71.5,7:42,0.6,-,-11.04,-13.02,-11,-15.3,-2.56,1.52,5.29,2.13,44.32,1122890@1696212989,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:16:40 AM,1696213000,-,NO,-,-,71.58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1122890@1696213000,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:16:53 AM,1696213013,Cutter,NO,1.74,57.23,78.85,2340.6,1239.2,52.9,0:38,0.6,-,11.05,4.13,11.1,3.4,-3.15,-0.04,5.13,2.02,58.03,1122890@1696213013,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:17:27 AM,1696213047,Cutter,YES,0.23,37.62,82.73,2206.7,1210.6,54.9,1:02,0.9,-,9.88,0.19,9.9,5.6,-2.98,0.41,4.7,2.56,56.73,1122890@1696213047,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:17:48 AM,1696213068,-,NO,-,-,69.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1122890@1696213068,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:18:10 AM,1696213090,Fastball,NO,12.32,49.59,81.45,2359.1,1537.7,65.2,1:14,0.8,-,11.28,3.73,11.3,8.2,-1.99,0.76,4.89,2.17,49.32,1122890@1696213090,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:18:27 AM,1696213107,Fastball,YES,-3.95,34.04,79.58,2236.7,1565.2,70,1:18,0.9,-,11.86,5.55,11.9,9.1,-3.53,-0.25,4.92,2.18,45.59,1122890@1696213107,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:18:53 AM,1696213133,ChangeUp,NO,13.18,20.86,67.92,2277,1512.5,66.4,1:34,0.6,-,10.7,-9.25,10.7,12.2,-0.69,1.2,4.8,2.45,-48.38,1122890@1696213133,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:19:10 AM,1696213150,-,NO,-,-,74.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1122890@1696213150,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:19:48 AM,1696213188,Fastball,NO,12.72,51.14,82.33,2052.9,1471.1,71.7,1:22,0.9,-,11.06,5.26,11.1,9.3,-2.18,1.57,4.89,2.57,44.22,1122890@1696213188,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:20:09 AM,1696213209,Slider,NO,-14.16,11.29,72.25,2772.3,1510.7,54.5,8:06,0.8,-,-5.86,-11.04,-5.9,-13.2,-3.48,0.11,4.53,2.6,56.98,1122890@1696213209,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:20:33 AM,1696213233,CurveBall,NO,-6.67,16.36,68.97,2601.8,1766.3,67.9,7:46,0.7,-,-9.82,-13.5,-9.8,-14.5,-2.29,0.64,4.73,2.45,47.24,1122890@1696213233,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:20:50 AM,1696213250,Cutter,NO,-12.13,44.09,79.39,2365.5,797,33.7,1:02,0.6,-,6.59,2.66,6.6,3.2,-4.08,-1.17,5.03,1.82,70.31,1122890@1696213250,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:21:21 AM,1696213281,Fastball,NO,-15.87,-4.51,79.97,2172.1,1196.7,55.1,1:26,0.7,-,8.63,3.28,8.6,7.7,-4.42,-3.7,4.09,1.53,56.57,1122890@1696213281,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:21:51 AM,1696213311,Cutter,NO,-10.09,29.99,79.32,2354.5,904.6,38.4,0:54,0.8,-,7.7,-0.47,7.7,3.3,-3.48,-0.67,4.69,1.78,67.4,1122890@1696213311,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:22:15 AM,1696213335,Slider,YES,-6.84,32.35,73.76,2837.1,1172.9,41.3,10:12,0.6,-,8.16,-9.58,8.2,-9.1,-2.56,0.2,4.78,1.95,65.58,1122890@1696213335,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:22:35 AM,1696213355,CurveBall,NO,-12.59,8.17,71.54,2806.7,1865.1,66.5,7:48,0.7,-,-9.32,-14.7,-9.3,-14.7,-2.64,-0.49,4.48,2.33,48.35,1122890@1696213355,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:23:18 AM,1696213398,Fastball,NO,-15,18.68,81.98,2353.8,1554.6,66,1:14,0.8,-,11.66,3.75,11.7,8.3,-3.93,-2.19,4.94,1.83,48.67,1122890@1696213398,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:23:49 AM,1696213429,Cutter,YES,4.92,22.16,81.1,2370.6,1264,53.3,1:02,0.8,-,10.16,3.15,10.2,5.6,-2.12,-1.36,4.69,1.86,57.78,1122890@1696213429,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:24:06 AM,1696213446,Slider,YES,-8.69,26.54,72.78,2975.5,1593.3,53.5,8:04,0.7,-,-6.12,-14.69,-6.1,-13.1,-2.06,0.25,4.57,2.04,57.62,1122890@1696213446,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:24:27 AM,1696213467,Cutter,YES,-5.48,19.28,81,2404.4,1255.3,52.2,0:38,0.8,-,11.09,3.96,11.1,3.4,-3.16,-1.79,4.69,1.78,58.53,1122890@1696213467,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:24:51 AM,1696213491,Slider,NO,-8.34,17.62,74.56,2869.9,1551.7,54.1,8:12,0.8,-,-5.03,-13.92,-5,-13.4,-2.12,0.58,4.47,2.29,57.27,1122890@1696213491,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:25:12 AM,1696213512,Cutter,YES,-2.07,24.75,80.5,2368.4,899.6,38,0:52,0.9,-,7.64,2.44,7.6,3.1,-2.74,-0.44,4.67,1.8,67.68,1122890@1696213512,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:26:02 AM,1696213562,Cutter,NO,-2.33,42.91,80.23,2345.4,755.4,32.2,1:00,0.8,-,6.14,2.31,6.1,2.8,-2.53,0.27,4.98,1.49,71.21,1122890@1696213562,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:26:21 AM,1696213581,Cutter,YES,-0.58,28.39,81.52,2323,930.4,40.1,0:48,0.7,-,8.15,1.91,8.2,3,-2.44,-1.53,4.59,1.64,66.39,1122890@1696213581,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:26:45 AM,1696213605,Slider,NO,-10.93,2.01,72.78,2889.2,1421.5,49.2,10:00,0.6,-,8.66,-9.53,8.7,-11.4,-2.76,-2.24,4.21,1.84,60.53,1122890@1696213605,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:27:10 AM,1696213630,Slider,NO,-29.29,30.96,74.46,2960.6,1173,39.6,8:06,0.8,-,-4.3,-16.1,-4.3,-10.1,-3.56,1.05,4.63,1.85,66.66,1122890@1696213630,66,160
R,1122890,Troy frazier,Mon Oct 02 2023 2:27:36 AM,1696213656,Cutter,YES,-5.84,20.34,80.9,2488.4,946.3,38,1:00,0.9,-,7.35,3.81,7.4,3.6,-3.04,-1.03,4.74,1.75,67.65,1122890@1696213656,66,160
L,1122888,Stephen Perry,Sat Oct 07 2023 11:02:50 PM,1696719770,Fastball,NO,-19.22,22.44,72.47,1728.5,1688.6,97.7,9:50,0.9,-,8.8,-15.45,8.8,-18,2.86,0.13,5.46,-2.88,12.34,1122888@1696719770,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:03:00 PM,1696719780,Cutter,YES,-8.84,19.47,72.55,832.2,808.4,97.1,0:46,0.6,-,12.34,-18.17,12.3,5.3,3.81,-0.56,5.58,-2.65,-13.74,1122888@1696719780,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:03:08 PM,1696719788,CurveBall,YES,-3.19,33.14,68.2,1699.9,927.8,54.6,5:44,0.9,-,-11.13,-0.92,-11.1,2.6,2.61,2.75,5.73,-2.56,-56.92,1122888@1696719788,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:03:17 PM,1696719797,CurveBall,NO,4.5,9.45,68.36,1706.6,931.6,54.6,5:36,0.8,1.8976726531982422,-11.73,-1.13,-11.7,3.6,3.4,0.15,5.76,-2.67,-56.92,1122888@1696719797,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:03:28 PM,1696719808,Fastball,YES,-5.88,37.08,75.85,1812.1,1777.3,98.1,10:50,0.9,-,16.71,-14.44,16.7,-11.4,3.66,-0.37,5.72,-2.58,11.25,1122888@1696719808,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:03:39 PM,1696719819,Fastball,NO,-9.93,11.09,76.8,1855.2,1829.9,98.6,10:54,0.9,-,17.19,-12.54,17.2,-11.1,3.31,-2.25,5.56,-2.77,9.48,1122888@1696719819,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:04:13 PM,1696719853,ChangeUp,NO,6.01,9.19,71.98,1628.4,1459.7,89.6,10:12,0.9,-,11.09,-15.13,11.1,-15,5.1,-1.4,5.52,-2.75,26.31,1122888@1696719853,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:04:24 PM,1696719864,Fastball,NO,10.53,43.01,77.67,1849.1,1800,97.3,10:52,0.9,-,16.72,-13.6,16.7,-11.3,5.18,0.33,5.6,-2.63,13.23,1122888@1696719864,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:04:39 PM,1696719879,Fastball,YES,-0.11,23.31,77.75,1771.4,1730.9,97.7,10:52,0.8,-,16.55,-2.68,16.6,-10.8,3.39,-1.06,5.52,-2.76,12.27,1122888@1696719879,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:05:13 PM,1696719913,Fastball,YES,-9.99,32.28,77.59,1835.5,1780,97,10:52,0.9,-,16.66,-6.61,16.7,-11,2.63,-0.67,5.55,-2.6,14.13,1122888@1696719913,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:05:25 PM,1696719925,Fastball,NO,-1.38,13.74,74.16,1725.5,1693.9,98.2,10:24,0.9,-,13.85,-15.88,13.9,-14.8,4.26,-1.31,5.37,-2.57,10.99,1122888@1696719925,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:05:41 PM,1696719941,Fastball,NO,-8.14,51.59,78.21,1888.6,1837.2,97.3,11:00,0.8,-,17.32,-11.32,17.3,-10,3.27,1.6,5.52,-2.63,13.4,1122888@1696719941,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:05:54 PM,1696719954,CurveBall,YES,7.82,25.26,70.67,1865.5,914.9,49,5:48,0.8,-,-10.49,-5.44,-10.5,2.2,4.01,1.38,5.55,-2.48,-60.63,1122888@1696719954,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:18:48 PM,1696720728,Fastball,NO,-14.61,20.85,73.6,1775,1760.6,99.2,10:50,0.9,-,17.17,-11.7,17.2,-11.5,2.52,-1.04,5.58,-2.51,7.3,1122888@1696720728,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:18:57 PM,1696720737,Fastball,NO,-7.41,17.66,76.32,1753.3,1745.3,99.5,10:52,0.7,-,16.71,-6.54,16.7,-11.2,2.96,0.14,5.29,-2.67,5.47,1122888@1696720737,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:19:07 PM,1696720747,Fastball,YES,-3.99,31.05,75.71,1816.9,1807.4,99.5,10:52,0.9,-,17.2,-10.56,17.2,-11.2,3.52,-0.17,5.54,-2.58,5.86,1122888@1696720747,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:19:17 PM,1696720757,Fastball,YES,-3.55,23.93,76,1828.7,1820.8,99.6,10:48,0.9,-,16.63,-8.33,16.6,-11.9,3.34,-0.86,5.5,-2.61,-5.34,1122888@1696720757,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:19:26 PM,1696720766,Fastball,NO,-15.76,8.58,72.74,1688.3,1651.5,97.8,10:12,0.9,-,11.89,-15.8,11.9,-16.1,3.09,-1.39,5.34,-2.78,11.97,1122888@1696720766,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:19:38 PM,1696720778,CurveBall,NO,19.78,11.31,68.72,1704.9,871.8,51.1,5:44,0.9,-,-10.64,-0.37,-10.6,2.6,4.7,0.49,5.61,-2.58,-59.25,1122888@1696720778,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:19:54 PM,1696720794,Fastball,NO,-18.29,42.26,73.62,1788.4,1745,97.6,10:56,0.8,-,17.08,-9.02,17.1,-10.6,2.17,1.52,5.6,-2.71,12.65,1122888@1696720794,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:20:24 PM,1696720824,Fastball,YES,-3.18,19.96,73.05,1576,1550.5,98.4,10:08,0.9,-,11.08,-13.86,11.1,-16,3.85,-0.3,5.41,-2.57,10.32,1122888@1696720824,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:20:56 PM,1696720856,Fastball,YES,-0.95,26.49,76.79,1787.4,1773.7,99.2,10:52,0.9,-,16.98,-13.83,17,-11.4,4.06,-1.35,5.54,-2.58,7.1,1122888@1696720856,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:21:07 PM,1696720867,ChangeUp,YES,-5.49,24.69,71.96,1692.9,1691.4,99.9,10:06,0.9,-,11.42,-20.18,11.4,-16.9,4.52,-0.11,5.32,-2.75,2.39,1122888@1696720867,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:21:19 PM,1696720879,CurveBall,NO,4.48,0.55,69.59,1820.9,901.8,49.5,5:52,0.9,-,-10.39,4.96,-10.4,1.8,3.12,-0.57,5.51,-2.86,-60.31,1122888@1696720879,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:21:38 PM,1696720898,Fastball,NO,-11.68,54.58,78.22,1930.4,1921.1,99.5,10:52,0.9,-,17.13,-13.61,17.1,-11.5,2.89,1.23,5.55,-2.43,5.61,1122888@1696720898,73,185
L,1122888,Stephen Perry,Sat Oct 07 2023 11:21:50 PM,1696720910,Fastball,NO,-9.85,12.59,73.14,1642.6,1604.7,97.7,10:10,0.9,-,11.55,-15.79,11.6,-15.9,3.56,-1.02,5.38,-2.68,12.34,1122888@1696720910,73,185
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:17:17 AM,1696209437,-,YES,-,-,80.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209437,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:17:29 AM,1696209449,-,NO,-,-,74.52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209449,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:17:59 AM,1696209479,ChangeUp,YES,-9.66,33.6,73.85,1212.4,996.6,82.2,9:18,0.6,-,2.27,-4.65,2.3,-13.3,2.33,-0.27,4.46,-2.2,-34.72,1032528@1696209479,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:18:09 AM,1696209489,-,NO,-,-,80.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209489,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:18:43 AM,1696209523,Fastball,NO,-8.65,43.17,80.36,2118,2111.1,99.7,1:34,0.5,-,14.23,-9.08,14.2,15.7,3.06,-0.07,4.36,-2.18,-4.63,1032528@1696209523,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:19:38 AM,1696209578,Fastball,NO,17.3,39.94,80.32,2012.6,1519.7,75.5,10:02,0.6,-,8.18,-6.73,8.2,-13.1,5.3,-0.29,4.18,-1.62,-40.97,1032528@1696209578,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:19:53 AM,1696209593,ChangeUp,YES,7.33,20.76,75.53,1039.2,1005,96.7,9:18,0.7,-,2.55,-3.2,2.5,-14.5,4.04,-0.5,4.19,-2.19,-14.73,1032528@1696209593,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:20:38 AM,1696209638,-,YES,-,-,80.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209638,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:21:28 AM,1696209688,Fastball,YES,-2.53,34.29,80.42,2154.5,1753.2,81.4,10:16,0.7,-,10.8,-7.17,10.8,-13.3,3.3,-0.48,4.23,-1.93,-35.54,1032528@1696209688,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:21:48 AM,1696209708,-,NO,-,-,73.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209708,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:22:29 AM,1696209749,ChangeUp,NO,-0.91,13.01,75.2,1274.5,1228,96.4,9:34,0.6,-,5.05,-10.24,5.1,-15.8,3.88,-1.96,3.89,-1.84,-15.51,1032528@1696209749,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:23:18 AM,1696209798,Slider,NO,8.66,11.56,72.47,3090.2,2919.2,94.5,0:38,0.7,-,22.57,1.68,22.6,7.8,3.68,-0.92,4.08,-2.16,19.15,1032528@1696209798,70,190
L,1032528,Ethan Salscheider,Mon Oct 02 2023 1:23:36 AM,1696209816,-,NO,-,-,79.66,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1032528@1696209816,70,190
L,1032528,Ethan Salscheider,Sat Oct 07 2023 10:43:05 PM,1696718585,Cutter,NO,-7.09,15.67,66.87,1965.6,1898.1,96.6,0:28,0.6,-,20.85,17.04,20.9,5.4,0.99,1.81,4.82,-2.84,-15.06,1032528@1696718585,70,190
